Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
Foot Locker,1185732,1/29/2020,Northeast,New York,New York,Men's Apparel,$43.00 ,289,"1,243",$398 ,Outlet
Foot Locker,1185732,2/3/2020,Northeast,New York,New York,Women's Athletic Footwear,$31.00 ,289,896,$331 ,Outlet
Foot Locker,1185732,2/9/2020,Northeast,New York,New York,Women's Athletic Footwear,$33.00 ,289,954,$381 ,Outlet
Walmart,1185732,4/25/2020,Northeast,New York,New York,Men's Apparel,$51.00 ,289,"1,474",$472 ,Outlet
Sports Direct,1197831,7/26/2020,South,Texas,Houston,Men's Athletic Footwear,$23.00 ,289,665,$279 ,Outlet
Walmart,1197831,10/25/2020,South,Texas,Houston,Women's Apparel,$44.00 ,289,"1,272",$725 ,Outlet
West Gear,1128299,11/7/2020,West,California,San Francisco,Men's Street Footwear,$28.00 ,289,809,$340 ,Outlet
West Gear,1128299,1/30/2021,West,California,San Francisco,Men's Street Footwear,$36.00 ,289,"1,040",$343 ,Outlet
Kohl's,1189833,5/7/2021,West,California,Los Angeles,Men's Street Footwear,$38.00 ,289,"1,098",$505 ,Outlet
Foot Locker,1185732,7/16/2021,South,Mississippi,Jackson,Men's Street Footwear,$47.00 ,289,"1,358",$625 ,Outlet
Foot Locker,1185732,2/8/2020,Northeast,New York,New York,Women's Street Footwear,$36.00 ,288,"1,037",$435 ,Outlet
Foot Locker,1185732,3/8/2020,Northeast,New York,New York,Men's Apparel,$45.00 ,288,"1,296",$441 ,Outlet
Kohl's,1189833,5/26/2021,West,California,Los Angeles,Men's Athletic Footwear,$42.00 ,288,"1,210",$339 ,Outlet
West Gear,1185732,2/10/2021,Southeast,Florida,Orlando,Men's Street Footwear,$36.00 ,288,"1,037",$487 ,Outlet
Foot Locker,1185732,9/5/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,$51.00 ,287,"1,464",$849 ,Online
Walmart,1197831,8/13/2020,South,Texas,Houston,Men's Athletic Footwear,$30.00 ,287,861,$362 ,Outlet
West Gear,1128299,1/24/2021,West,California,San Francisco,Men's Street Footwear,$40.00 ,287,"1,148",$402 ,Outlet
West Gear,1128299,1/25/2021,West,California,San Francisco,Men's Athletic Footwear,$42.00 ,287,"1,205",$205 ,Outlet
Foot Locker,1185732,3/15/2020,Northeast,New York,New York,Women's Apparel,$61.00 ,286,"1,745",$698 ,Online
Walmart,1185732,5/5/2020,Northeast,New York,New York,Women's Street Footwear,$54.00 ,285,"1,539",$723 ,Online
Walmart,1197831,10/27/2020,South,Texas,Houston,Men's Athletic Footwear,$44.00 ,285,"1,254",$602 ,Online
Sports Direct,1197831,4/23/2021,South,Tennessee,Knoxville,Women's Street Footwear,$46.00 ,285,"1,311",$787 ,Online
Walmart,1197831,8/25/2020,South,Texas,Houston,Men's Athletic Footwear,$32.00 ,285,912,$383 ,Outlet
Kohl's,1189833,4/25/2021,West,California,Los Angeles,Men's Street Footwear,$30.00 ,285,855,$402 ,Outlet
Foot Locker,1185732,9/23/2020,Southeast,Florida,Miami,Men's Street Footwear,$53.00 ,284,"1,505",$828 ,Online
Foot Locker,1185732,4/6/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,$33.00 ,283,934,$532 ,Online
Foot Locker,1185732,5/5/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,$48.00 ,282,"1,354",$744 ,Online
Foot Locker,1185732,1/4/2020,Northeast,New York,New York,Women's Athletic Footwear,$36.00 ,281,"1,012",$374 ,Outlet
Foot Locker,1185732,2/4/2020,Northeast,New York,New York,Men's Apparel,$44.00 ,281,"1,236",$445 ,Outlet
Walmart,1197831,10/22/2020,South,Texas,Houston,Women's Street Footwear,$34.00 ,281,955,$373 ,Outlet
West Gear,1128299,1/8/2021,West,California,San Francisco,Women's Street Footwear,$42.00 ,281,"1,180",$531 ,Outlet
Sports Direct,1197831,10/16/2021,South,Texas,Dallas,Men's Street Footwear,$46.00 ,281,"1,293",$608 ,Outlet
Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Women's Apparel,$30.00 ,281,843,$447 ,Outlet
Walmart,1185732,4/24/2020,Northeast,New York,New York,Women's Apparel,$59.00 ,280,"1,652",$661 ,Online
Foot Locker,1185732,2/10/2020,Northeast,New York,New York,Men's Apparel,$47.00 ,280,"1,316",$461 ,Outlet
Walmart,1185732,5/1/2020,Northeast,New York,New York,Men's Apparel,$47.00 ,280,"1,316",$474 ,Outlet
West Gear,1128299,1/31/2021,West,California,San Francisco,Men's Athletic Footwear,$39.00 ,280,"1,092",$197 ,Outlet
Sports Direct,1197831,9/11/2021,South,Texas,Dallas,Men's Athletic Footwear,$40.00 ,280,"1,120",$459 ,Outlet
Sports Direct,1197831,9/15/2021,South,Texas,Dallas,Women's Apparel,$42.00 ,280,"1,176",$647 ,Outlet
Sports Direct,1197831,9/5/2021,South,Alabama,Birmingham,Women's Apparel,$36.00 ,280,"1,008",$645 ,Outlet
Sports Direct,1197831,9/11/2021,South,Alabama,Birmingham,Women's Apparel,$47.00 ,280,"1,316",$921 ,Outlet
Walmart,1128299,12/16/2021,Southeast,Florida,Orlando,Men's Street Footwear,$58.00 ,280,"1,624",$585 ,Outlet
Walmart,1185732,4/17/2020,Northeast,New York,New York,Men's Apparel,$43.00 ,279,"1,200",$396 ,Outlet
Walmart,1185732,5/7/2020,Northeast,New York,New York,Men's Apparel,$48.00 ,279,"1,339",$496 ,Outlet
Foot Locker,1185732,3/6/2020,Northeast,New York,New York,Women's Street Footwear,$46.00 ,278,"1,279",$614 ,Online
Foot Locker,1185732,9/22/2020,Southeast,Florida,Miami,Women's Apparel,$56.00 ,278,"1,557",$950 ,Online
Foot Locker,1185732,8/6/2021,Southeast,South Carolina,Charleston,Women's Apparel,$58.00 ,278,"1,612",$984 ,Online
Foot Locker,1185732,11/6/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,$50.00 ,278,"1,390",$792 ,Online
Foot Locker,1185732,3/14/2020,Northeast,New York,New York,Men's Apparel,$46.00 ,278,"1,279",$435 ,Outlet
West Gear,1128299,1/19/2021,West,California,San Francisco,Men's Athletic Footwear,$47.00 ,278,"1,307",$287 ,Outlet
Sports Direct,1197831,9/14/2021,South,Alabama,Birmingham,Women's Street Footwear,$36.00 ,278,"1,001",$530 ,Outlet
West Gear,1197831,7/6/2021,West,Idaho,Boise,Women's Street Footwear,$34.00 ,278,945,$397 ,Outlet
West Gear,1128299,1/12/2021,West,California,San Francisco,Men's Street Footwear,$56.00 ,277,"1,551",$698 ,Online
Foot Locker,1185732,1/21/2020,Northeast,New York,New York,Women's Street Footwear,$36.00 ,276,994,$467 ,Online
Walmart,1197831,8/17/2020,South,Texas,Houston,Women's Apparel,$37.00 ,276,"1,021",$643 ,Online
Sports Direct,1185732,3/2/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,$28.00 ,276,773,$417 ,Online
Sports Direct,1197831,8/23/2021,South,Alabama,Birmingham,Men's Apparel,$25.00 ,275,"6,875","$2,750 ",Outlet
Foot Locker,1185732,1/18/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,$25.00 ,275,"6,875","$2,750 ",In-store
Foot Locker,1185732,4/18/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,$30.00 ,275,"8,250","$2,888 ",In-store
Foot Locker,1185732,4/18/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,$20.00 ,275,"5,500","$1,925 ",In-store
Foot Locker,1185732,9/19/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,$15.00 ,275,"4,125","$1,650 ",In-store
Foot Locker,1185732,9/19/2021,Midwest,Missouri,St. Louis,Men's Apparel,$25.00 ,275,"6,875","$2,406 ",In-store
West Gear,1185732,5/12/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,$25.00 ,275,"6,875","$2,750 ",In-store
West Gear,1185732,10/11/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,$20.00 ,275,"5,500","$2,200 ",In-store
West Gear,1185732,10/11/2021,West,Utah,Salt Lake City,Men's Apparel,$30.00 ,275,"8,250","$2,888 ",In-store
Foot Locker,1185732,3/16/2021,South,Mississippi,Jackson,Women's Athletic Footwear,$20.00 ,275,"5,500","$2,200 ",Online
Walmart,1197831,10/21/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,$20.00 ,275,"5,500","$2,200 ",Online
Walmart,1197831,10/21/2021,South,Arkansas,Little Rock,Men's Apparel,$30.00 ,275,"8,250","$2,888 ",Online
West Gear,1197831,2/21/2021,South,Arkansas,Little Rock,Men's Athletic Footwear,$25.00 ,275,"6,875","$2,406 ",Online
West Gear,1197831,3/19/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,$10.00 ,275,"2,750","$1,100 ",Online
West Gear,1197831,3/19/2021,South,Oklahoma,Oklahoma City,Women's Apparel,$25.00 ,275,"6,875","$2,750 ",Online
West Gear,1197831,9/19/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,$15.00 ,275,"4,125","$1,650 ",Online
Foot Locker,1197831,11/13/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,$15.00 ,275,"4,125","$1,444 ",Online
Foot Locker,1185732,1/12/2021,Midwest,Kansas,Wichita,Women's Street Footwear,$30.00 ,275,"8,250","$2,475 ",Online
Sports Direct,1185732,1/9/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,$25.00 ,275,"6,875","$2,063 ",Online
Sports Direct,1185732,2/9/2021,Midwest,North Dakota,Fargo,Women's Apparel,$25.00 ,275,"6,875","$2,750 ",Online
Foot Locker,1185732,6/6/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,$30.00 ,275,"8,250","$2,888 ",In-store
Foot Locker,1185732,9/7/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,$30.00 ,275,"8,250","$2,888 ",In-store
West Gear,1185732,3/9/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,$15.00 ,275,"4,125","$1,444 ",In-store
West Gear,1185732,3/9/2021,Midwest,Indiana,Indianapolis,Women's Apparel,$25.00 ,275,"6,875","$2,750 ",In-store
West Gear,1185732,9/11/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,$30.00 ,275,"8,250","$3,300 ",In-store
West Gear,1185732,3/16/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,$30.00 ,275,"8,250","$3,300 ",In-store
Foot Locker,1185732,2/15/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,$30.00 ,275,"8,250","$3,300 ",In-store
Foot Locker,1185732,3/13/2021,Northeast,Delaware,Wilmington,Women's Street Footwear,$30.00 ,275,"8,250","$3,300 ",In-store
Kohl's,1185732,1/10/2021,Northeast,Delaware,Wilmington,Women's Street Footwear,$25.00 ,275,"6,875","$2,750 ",In-store
Walmart,1185732,4/28/2020,Northeast,New York,New York,Men's Athletic Footwear,$53.00 ,273,"1,447",$622 ,Online
West Gear,1128299,1/6/2021,West,California,San Francisco,Men's Street Footwear,$56.00 ,273,"1,529",$764 ,Online
West Gear,1128299,1/18/2021,West,California,San Francisco,Men's Street Footwear,$62.00 ,273,"1,693",$779 ,Online
West Gear,1128299,2/12/2021,West,California,San Francisco,Men's Athletic Footwear,$58.00 ,273,"1,583",$428 ,Online
Sports Direct,1197831,9/24/2021,South,Texas,Dallas,Women's Street Footwear,$46.00 ,273,"1,256",$691 ,Online
Foot Locker,1185732,8/6/2020,West,Washington,Seattle,Men's Street Footwear,$44.00 ,273,"1,201",$661 ,Online
Foot Locker,1185732,6/7/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,$51.00 ,273,"1,392",$780 ,Online
Walmart,1197831,8/11/2020,South,Texas,Houston,Women's Apparel,$27.00 ,272,734,$404 ,Outlet
Walmart,1197831,9/11/2020,South,Texas,Houston,Men's Street Footwear,$31.00 ,272,843,$329 ,Outlet
West Gear,1128299,11/13/2020,West,California,San Francisco,Men's Street Footwear,$36.00 ,272,979,$382 ,Outlet
Kohl's,1189833,4/26/2021,West,California,Los Angeles,Men's Athletic Footwear,$37.00 ,272,"1,006",$292 ,Outlet
Kohl's,1189833,5/19/2021,West,California,Los Angeles,Men's Street Footwear,$40.00 ,272,"1,088",$500 ,Outlet
Sports Direct,1197831,9/21/2021,South,Texas,Dallas,Women's Apparel,$47.00 ,272,"1,278",$729 ,Outlet
Sports Direct,1197831,4/15/2021,South,Tennessee,Knoxville,Men's Street Footwear,$29.00 ,272,789,$394 ,Outlet
Sports Direct,1197831,4/20/2021,South,Tennessee,Knoxville,Women's Apparel,$38.00 ,272,"1,034",$641 ,Outlet
Walmart,1128299,6/17/2021,Southeast,Florida,Orlando,Men's Street Footwear,$50.00 ,272,"1,360",$435 ,Outlet
Walmart,1128299,8/17/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,$60.00 ,272,"1,632",$441 ,Outlet
West Gear,1185732,1/12/2021,Southeast,Florida,Orlando,Men's Street Footwear,$30.00 ,272,816,$416 ,Outlet
Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Men's Street Footwear,$60.00 ,272,"1,632",$604 ,Outlet
Foot Locker,1128299,8/24/2021,Southeast,Virginia,Richmond,Men's Street Footwear,$67.00 ,272,"1,822",$729 ,Outlet
West Gear,1128299,12/16/2021,South,Louisiana,New Orleans,Men's Street Footwear,$46.00 ,272,"1,251",$576 ,Outlet
West Gear,1128299,11/3/2020,South,Texas,Houston,Women's Street Footwear,$33.00 ,271,894,$376 ,Outlet
West Gear,1128299,12/25/2020,West,California,San Francisco,Men's Street Footwear,$40.00 ,271,"1,084",$412 ,Outlet
West Gear,1128299,2/14/2021,West,California,San Francisco,Women's Athletic Footwear,$40.00 ,271,"1,084",$325 ,Outlet
Sports Direct,1197831,4/8/2021,South,Tennessee,Knoxville,Women's Apparel,$31.00 ,271,840,$496 ,Outlet
Sports Direct,1197831,4/22/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,$44.00 ,271,"1,192",$608 ,Outlet
West Gear,1197831,7/6/2021,West,Idaho,Boise,Men's Athletic Footwear,$40.00 ,271,"1,084",$466 ,Outlet
Walmart,1197831,7/19/2021,South,Arkansas,Little Rock,Men's Street Footwear,$39.00 ,271,"1,057",$444 ,Outlet
Foot Locker,1185732,3/5/2020,Northeast,New York,New York,Men's Athletic Footwear,$54.00 ,270,"1,458",$598 ,Online
Walmart,1185732,4/17/2020,Northeast,New York,New York,Men's Apparel,$54.00 ,270,"1,458",$656 ,Online
Walmart,1185732,4/20/2020,Northeast,New York,New York,Men's Athletic Footwear,$50.00 ,270,"1,350",$594 ,Online
Kohl's,1189833,4/19/2021,West,California,Los Angeles,Men's Street Footwear,$44.00 ,270,"1,188",$653 ,Online
Sports Direct,1185732,9/29/2020,Southeast,Florida,Miami,Men's Street Footwear,$56.00 ,270,"1,512",$907 ,Online
West Gear,1128299,7/16/2021,South,Louisiana,New Orleans,Men's Street Footwear,$86.00 ,270,"2,322","$1,231 ",Online
Foot Locker,1185732,7/5/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,$58.00 ,270,"1,566",$767 ,Online
Foot Locker,1185732,3/13/2020,Northeast,New York,New York,Women's Athletic Footwear,$35.00 ,270,945,$350 ,Outlet
Walmart,1185732,4/30/2020,Northeast,New York,New York,Women's Athletic Footwear,$41.00 ,270,"1,107",$410 ,Outlet
Sports Direct,1197831,7/19/2020,Northeast,New York,New York,Men's Street Footwear,$20.00 ,270,540,$211 ,Outlet
Sports Direct,1197831,7/20/2020,Northeast,New York,New York,Men's Athletic Footwear,$26.00 ,270,702,$260 ,Outlet
Walmart,1197831,9/4/2020,South,Texas,Houston,Women's Apparel,$39.00 ,270,"1,053",$569 ,Outlet
Walmart,1197831,10/20/2020,South,Texas,Houston,Men's Street Footwear,$34.00 ,270,918,$349 ,Outlet
West Gear,1128299,12/31/2020,West,California,San Francisco,Men's Street Footwear,$44.00 ,270,"1,188",$523 ,Outlet
Walmart,1185732,4/21/2020,Northeast,New York,New York,Women's Street Footwear,$47.00 ,268,"1,260",$592 ,Online
Walmart,1197831,8/12/2020,South,Texas,Houston,Men's Street Footwear,$29.00 ,268,777,$373 ,Online
Walmart,1197831,8/30/2020,South,Texas,Houston,Men's Street Footwear,$37.00 ,268,992,$486 ,Online
West Gear,1128299,1/25/2021,West,California,San Francisco,Men's Athletic Footwear,$56.00 ,268,"1,501",$420 ,Online
Foot Locker,1185732,8/18/2020,Southeast,Florida,Miami,Men's Street Footwear,$41.00 ,268,"1,099",$659 ,Online
Sports Direct,1197831,9/14/2021,South,Alabama,Birmingham,Women's Street Footwear,$51.00 ,268,"1,367",$820 ,Online
Foot Locker,1185732,3/11/2020,Northeast,New York,New York,Men's Athletic Footwear,$53.00 ,267,"1,415",$594 ,Online
Foot Locker,1185732,3/5/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,$33.00 ,265,875,$507 ,Online
Walmart,1197831,8/20/2020,South,Texas,Houston,Women's Street Footwear,$27.00 ,264,713,$285 ,Outlet
Walmart,1197831,9/5/2020,South,Texas,Houston,Men's Street Footwear,$33.00 ,264,871,$366 ,Outlet
West Gear,1128299,11/1/2020,South,Texas,Houston,Men's Street Footwear,$30.00 ,264,792,$309 ,Outlet
West Gear,1128299,1/14/2021,West,California,San Francisco,Women's Street Footwear,$46.00 ,264,"1,214",$486 ,Outlet
West Gear,1128299,1/17/2021,West,California,San Francisco,Women's Apparel,$56.00 ,264,"1,478",$281 ,Outlet
West Gear,1128299,1/29/2021,West,California,San Francisco,Women's Apparel,$51.00 ,264,"1,346",$202 ,Outlet
Kohl's,1189833,3/19/2021,West,California,Los Angeles,Men's Street Footwear,$24.00 ,264,634,$279 ,Outlet
Kohl's,1189833,4/24/2021,West,California,Los Angeles,Women's Apparel,$48.00 ,264,"1,267",$279 ,Outlet
Kohl's,1189833,5/2/2021,West,California,Los Angeles,Men's Athletic Footwear,$41.00 ,264,"1,082",$336 ,Outlet
Kohl's,1189833,5/8/2021,West,California,Los Angeles,Men's Athletic Footwear,$39.00 ,264,"1,030",$278 ,Outlet
Kohl's,1189833,5/14/2021,West,California,Los Angeles,Men's Athletic Footwear,$43.00 ,264,"1,135",$341 ,Outlet
Kohl's,1189833,5/20/2021,West,California,Los Angeles,Men's Athletic Footwear,$42.00 ,264,"1,109",$333 ,Outlet
Sports Direct,1197831,9/9/2021,South,Texas,Dallas,Women's Apparel,$34.00 ,264,898,$467 ,Outlet
Sports Direct,1197831,9/17/2021,South,Texas,Dallas,Men's Athletic Footwear,$34.00 ,264,898,$377 ,Outlet
Sports Direct,1197831,4/16/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,$30.00 ,264,792,$396 ,Outlet
Sports Direct,1197831,5/16/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,$37.00 ,264,977,$479 ,Outlet
Sports Direct,1197831,9/7/2021,South,Alabama,Birmingham,Men's Athletic Footwear,$37.00 ,264,977,$537 ,Outlet
West Gear,1197831,7/6/2021,West,Idaho,Boise,Men's Street Footwear,$35.00 ,264,924,$425 ,Outlet
Foot Locker,1197831,7/6/2021,West,Idaho,Boise,Women's Apparel,$51.00 ,264,"1,346",$794 ,Outlet
Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,$24.00 ,264,634,$203 ,Outlet
Walmart,1185732,5/2/2020,Northeast,New York,New York,Women's Apparel,$66.00 ,263,"1,736",$642 ,Online
West Gear,1128299,2/5/2021,West,California,San Francisco,Men's Street Footwear,$52.00 ,263,"1,368",$602 ,Online
Sports Direct,1197831,9/15/2021,South,Texas,Dallas,Women's Apparel,$53.00 ,263,"1,394",$878 ,Online
Sports Direct,1197831,4/17/2021,South,Tennessee,Knoxville,Women's Street Footwear,$36.00 ,263,947,$568 ,Online
West Gear,1185732,6/10/2021,Northeast,New York,Albany,Men's Street Footwear,$59.00 ,263,"1,552",$869 ,Online
Sports Direct,1185732,8/16/2021,Midwest,Michigan,Detroit,Men's Street Footwear,$55.00 ,263,"1,447",$926 ,Online
Sports Direct,1185732,2/4/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,$34.00 ,263,894,$447 ,Online
Sports Direct,1185732,4/3/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,$27.00 ,263,710,$383 ,Online
Sports Direct,1185732,7/2/2021,Southeast,North Carolina,Charlotte,Women's Apparel,$64.00 ,263,"1,683","$1,060 ",Online
Sports Direct,1197831,8/1/2020,South,Texas,Houston,Men's Athletic Footwear,$30.00 ,263,789,$308 ,Outlet
Walmart,1197831,8/21/2020,South,Texas,Houston,Women's Athletic Footwear,$26.00 ,263,684,$328 ,Outlet
West Gear,1128299,1/13/2021,West,California,San Francisco,Men's Athletic Footwear,$49.00 ,263,"1,289",$309 ,Outlet
West Gear,1128299,1/22/2021,West,California,San Francisco,Men's Apparel,$59.00 ,263,"1,552",$884 ,Outlet
West Gear,1128299,2/5/2021,West,California,San Francisco,Men's Street Footwear,$39.00 ,263,"1,026",$359 ,Outlet
Sports Direct,1197831,8/30/2021,South,Alabama,Birmingham,Women's Apparel,$36.00 ,263,947,$625 ,Outlet
Walmart,1128299,7/16/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,$74.00 ,263,"1,946",$545 ,Outlet
West Gear,1197831,6/4/2021,West,Idaho,Boise,Men's Athletic Footwear,$35.00 ,263,921,$377 ,Outlet
Foot Locker,1185732,6/18/2021,South,Mississippi,Jackson,Men's Street Footwear,$31.00 ,263,815,$359 ,Outlet
Foot Locker,1185732,1/8/2020,Northeast,New York,New York,Men's Athletic Footwear,$46.00 ,261,"1,201",$528 ,Online
Foot Locker,1185732,2/8/2020,Northeast,New York,New York,Women's Street Footwear,$46.00 ,261,"1,201",$564 ,Online
Foot Locker,1185732,3/7/2020,Northeast,New York,New York,Women's Athletic Footwear,$47.00 ,261,"1,227",$552 ,Online
Walmart,1185732,5/7/2020,Northeast,New York,New York,Men's Apparel,$60.00 ,261,"1,566",$673 ,Online
Walmart,1197831,10/31/2020,South,Texas,Houston,Women's Apparel,$53.00 ,261,"1,383",$858 ,Online
Walmart,1128299,7/16/2021,Southeast,Florida,Orlando,Men's Street Footwear,$83.00 ,261,"2,166",$953 ,Online
West Gear,1185732,5/8/2021,Northeast,New York,Albany,Men's Street Footwear,$50.00 ,261,"1,305",$783 ,Online
Foot Locker,1185732,1/2/2020,Northeast,New York,New York,Men's Athletic Footwear,$47.00 ,260,"1,222",$513 ,Online
Foot Locker,1185732,1/6/2020,Northeast,New York,New York,Women's Apparel,$46.00 ,260,"1,196",$443 ,Online
Foot Locker,1185732,1/26/2020,Northeast,New York,New York,Men's Athletic Footwear,$48.00 ,259,"1,243",$535 ,Online
Foot Locker,1185732,2/7/2020,Northeast,New York,New York,Men's Athletic Footwear,$50.00 ,259,"1,295",$518 ,Online
Walmart,1197831,8/13/2020,South,Texas,Houston,Men's Athletic Footwear,$38.00 ,259,984,$453 ,Online
Walmart,1197831,8/31/2020,South,Texas,Houston,Men's Athletic Footwear,$41.00 ,259,"1,062",$478 ,Online
West Gear,1128299,1/19/2021,West,California,San Francisco,Men's Athletic Footwear,$66.00 ,259,"1,709",$513 ,Online
West Gear,1185732,9/10/2020,Southeast,Florida,Miami,Women's Apparel,$63.00 ,259,"1,632","$1,061 ",Online
